Title,Date,"Community (city,town, ward)",LGA,State,Total Deaths,Boko Haram (P),State Actor (P),Sectarian Actor (excluding BH) (P),Other Armed Actor (P),Kidnapper (P),Robber (P),Other (P),Election-related Actor (P),Cameroon State Actor (P),Boko Haram (V),State Actor (V),Sectarian Actor (V),Other Armed Actor (V),Political Actor (V),Kidnapper (V),Kidnapee (V),Robber (V),Journalist (V),Civilian (V),Election-related Actor (V),Cameroon State Actor,Bomb,Gun,Machete,Suicide Bombing,Other Weapon,TK,Drinking Establishment,Goverment Building,Church,Mosque,Bank,School,Other Location,Notes,Sources 1,Sources 2,Sources 3,Latitude,Longitude,"LGA, State, Country",Country,Attack_Type,Transmission Line,Tower Number(s),Agents,Chain of Effect
"3 feared dead as suspected soldiers, oil smugglers clash in Imo",10/08/2021,"Umuokwe, Aboshi, Izombe",Oguta,Imo,3,,State Actor,,Other Armed Actor,,,,,,,2,,,,,,,,1,,,,Gun,,,Other,,,,,,,,Other,"2 soldiers, 1 civ killed",https://www.evernote.com/l/AYLLGEV-GLNFfqnqXjLoWLGmAzY5Y_4AsXk/,https://www.evernote.com/l/AYLiss18U9NA27kmjq5hUPoiN-kscy7yUCk/,https://www.evernote.com/l/AYLqfJ8eR5NGL5KyLqWJfr4lODDeqqVKKv4/,5.7116699,6.809440136,"Oguta, Imo, Nigeria",Nigeria,Oil_Gas,,,,
Militants blow up Agip facility in Rivers,16/11/2021,,Ogba/Egbe,Rivers,0,,,,Other Armed Actor,,,,,,,,,,,,,,,0,,,Bomb,,,,,,,,,,,,Other,Ogba/Egbema/Andoni,https://www.evernote.com/l/AYJugSmNnj1E2JEdWskOeSZOS1pYl-0p-ig/,https://www.evernote.com/l/AYIK07WvlSpO-oM0q1yDZ5RDwSAVowrpzEE/,https://www.evernote.com/l/AYJSWDoUuY5Ke4PPNTJ2HpxhwdmHZmKC35U/,6.56369,8.93618,"Ogba/Egbe, Rivers, Nigeria",Nigeria,Oil_Gas,,,,
"Pirates kill four, kidnap seven, ambush oil workers, NSCDC operatives",28/11/2021,Ogbokiri-Akassa,Brass,Bayelsa,0,,,,Other Armed Actor,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,Other,,https://www.evernote.com/l/AYKfmfpTB-VNnI5KmKjcmvbuR8v_B-gPIeA/,https://www.evernote.com/l/AYKXeshE2XtJvJpsYn8nYK6PQ0Ae-DEpb3M/,https://www.evernote.com/l/AYK6fk0ONdlElJBeMaoM8xLnWsDB45OGmDA/,4.3150001,6.241670132,"Brass, Bayelsa, Nigeria",Nigeria,Oil_Gas,,,,
"Pirates kill four, kidnap seven, ambush oil workers, NSCDC operatives",28/11/2021,Okoroma,Nembe,Bayelsa,4,,,,Other Armed Actor,,,,,,,1,,,,,1,,,3,,,,Gun,,,,,,,,,,,Other,,https://www.evernote.com/l/AYKfmfpTB-VNnI5KmKjcmvbuR8v_B-gPIeA/,https://www.evernote.com/l/AYKXeshE2XtJvJpsYn8nYK6PQ0Ae-DEpb3M/,https://www.evernote.com/l/AYK6fk0ONdlElJBeMaoM8xLnWsDB45OGmDA/,4.5329981,6.400177956,"Nembe, Bayelsa, Nigeria",Nigeria,Oil_Gas,,,,
"Pirates kidnap NSCDC operative, 4 oil workers in Bayelsa",12/06/2021,,Southern Ijaw,Bayelsa,0,,,,Other Armed Actor,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,Other,,https://www.evernote.com/l/AYLIhObP6r9IJ6xAujfJXSV4H0yxCncizxI/,https://www.evernote.com/l/AYInCxRp5vlJVY8YbgmrR1S_dKFkZHmtXt4/,https://www.evernote.com/l/AYIRYL2Yc2JI5KNHl2sywoa4VPjEZ2hscGw/,4.8028741,6.080149174,"Southern Ijaw, Bayelsa, Nigeria",Nigeria,Oil_Gas,,,,
Gunmen kill oil worker in Akwa Ibom ,20/01/2022,Unyenge,Mbo,Akwa Ibom,1,,,,Other Armed Actor,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Other,,https://www.evernote.com/l/AYKcZ8_c8kZGiqGbMvXbXoZu7vhcGPxbuYo/,https://www.evernote.com/l/AYJqRIlznpVDfrzfNyOEZNrTJD9tLvB_0FI/,,4.6761179,8.192606926,"Mbo, Akwa Ibom, Nigeria",Nigeria,Oil_Gas,,,,
"24-hour after parade of suspects, gunmen attack Okomu oil to avenge arrest",22/02/2022,,OviaSouth-West,Edo,0,,,,Other Armed Actor,,,,,,,,,,,,,,,0,,,,,,,Other,,,,,,,,Other,,https://www.evernote.com/l/AYKQEwUIpytEtZmn-X8Usc4hW39TtBU26MY/,https://www.evernote.com/l/AYKonWQOIvZBeY2Kog5bzR18yL-EwkizabI/,,6.7430501,5.350279808,"OviaSouth-West, Edo, Nigeria",Nigeria,Oil_Gas,,,,
Agip Gas Pipeline Vandalised Again in Bayelsa,04/06/2022,Okaka and Azikoro,Yenegoa,Bayelsa,0,,,,Other Armed Actor,,,,,,,,,,,,,,,0,,,,,,,Other,,,,,,,,Other,,https://www.evernote.com/l/AYK5GBMCLXJNCov1IsrT6ndyBKSxnZ3rDnU/,https://www.evernote.com/l/AYI-69Cl9XdHQa5w75OV7tJAEvea7rS6_i0/,,4.93577,6.272170067,"Yenegoa, Bayelsa, Nigeria",Nigeria,Oil_Gas,,,,
Two bombers killed in Imo oil firm blast,05/04/2022,Izombe,Oguta,Imo,2,,,,Other Armed Actor,,,,,,,,,2,,,,,,,,,Bomb,,,,,,,,,,,,Other,killed themselves,https://www.evernote.com/l/AYJUgJvH0whAQIM1ncmfjR2y7OJHGXsqP3w/,https://www.evernote.com/l/AYIDifxfDUpJobQGUUEA1eaz9YaUs0VSZn8/,https://www.evernote.com/l/AYLdC1y-YLtJaYuGaJ6AP6hPm2qekz5Uooc/,5.7116699,6.809440136,"Oguta, Imo, Nigeria",Nigeria,Oil_Gas,,,,
Bakassi Peninsula Crisis Deepens As Suspected Biafra Militants Abduct Female Oil Worker,06/02/2022,Idabato,Ndian,Sud-Ouest,0,,,,Other Armed Actor,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Other,,https://www.evernote.com/l/AYKUJsHgJktHmqmSO6SmK-YmQLOs5CbQ8Ps/,,,4.501931,8.542088,"Ndian, Sud-Ouest, Cameroon",Cameroon,Oil_Gas,,,,
Tension in Delta as soldiers guarding oil export terminal kill youth,27/06/2022,Ogulagha,Burutu,Delta,1,,State Actor,,,,,,,,,,,,,,,,,1,,,,Gun,,,,,,,,,,,Other,,https://www.evernote.com/l/AYKqKuqCgYdCRJQEgRcyd2351eQlVHXKBlg/,https://www.evernote.com/l/AYIfFkYn0-RDAJOkB5jBw_g8oL5FpHon2v4/,https://www.evernote.com/l/AYIVhJfiYl9N0rA9QemVQeFrLoxL0zWtPSM/,5.3499999,5.517000198,"Burutu, Delta, Nigeria",Nigeria,Oil_Gas,,,,
Gunmen Abduct Oil Mogul In Kogi,07/09/2022,Idare,Okene,Kogi,0,,,,,Kidnapper,,,,,,,,,,,1,,,,,,,Gun,,,,,,,,,,,Other,,https://www.evernote.com/l/AYJXMXkoFiVEt7mZSE9KcvSNDs-QbzPzeWo/,https://www.evernote.com/l/AYKMpxrl49ZMOogYZnd9ABPhTkXLoCKAZyw/,https://www.evernote.com/l/AYIkMxH7T8lOzb8lhtTwCYakMCsKcK7KFpw/,7.541595,6.241734982,"Okene, Kogi, Nigeria",Nigeria,Oil_Gas,,,,
"Suspected crude oil bunkers attack checkpoint, kill policeman in Bayelsa",07/07/2022,Famgbe,Yenegoa,Bayelsa,1,,State Actor,,Other Armed Actor,,,,,,,1,,,,,,,,,,,,Gun,,,,,,,,,,,Other,,https://www.evernote.com/l/AYJMTaKxJLpArqmE6PwW8ypwPNXYUs8vFfg/,https://www.evernote.com/l/AYKzN2jBOIRLlLBHvfUNWxwvQpQOh239FHk/,https://www.evernote.com/l/AYK1WHWbLzlDB6w_y_1zaSb65GldsgOqZr4/,4.93577,6.272170067,"Yenegoa, Bayelsa, Nigeria",Nigeria,Oil_Gas,,,,
Armed group reportedly abducts oil workers in Bakassi,11/05/2022,,Bakassi,Cross River,0,,,,Other Armed Actor,,,,,,,,,,,,3,,,,,,,Gun,,,,,,,,,,,Other,"suspected separatist militants affiliated to the Biafra Nations League, BnL",https://www.evernote.com/shard/s386/sh/5337bf2d-b1ee-4383-a9d2-4e96469c1916/74b411fd1ba296c3a125af538031c0e6,,,4.5830002,8.600000381,"Bakassi, Cross River, Nigeria",Nigeria,Oil_Gas,,,,
"Gunmen shoot 4 policemen dead, abduct oil coy executive Seni Awosike",24/11/2022,Rumuokoro ,Obio/Akp,Rivers,4,,,,Other Armed Actor,,,,,,,4,,,,,1,,,,,,,Gun,,,,,,,,,,,Other,,https://www.evernote.com/shard/s386/sh/d19e75c7-200d-4a40-b724-1aa52ef0708d/85b04a1b0fed02c9a2f6a08162ba97e2,https://www.evernote.com/shard/s386/sh/94cf343c-f0e0-4dae-b3d3-42ef8cfa6f44/0f5f0bc922bb1e83fbbd66d4b18dab83,,4.870660,7.010075,"Obio/Akp, Rivers, Nigeria",Nigeria,Oil_Gas,,,,
Angry mob destroys security tower as commercial tricycle operator killed in plateau,12/04/2022,Dutse Uku,Jos North,Plateau,1,,State Actor,,,,,Other,,,,,,,,,,,,1,,,,Gun,,,Other,,,,,,,,Other,,https://www.evernote.com/shard/s386/sh/fd4a5ad3-2c71-4903-a87c-4c15be6f2482/6964492c96966d9c3cab7ca11bb0890c,https://www.evernote.com/shard/s386/sh/17d8b449-7b35-4381-b96e-5b5bbb7ae46a/dd513e3c1900c120c4ce2f5c93ad58c0,,11.837855,13.14281368,"Jos North, Plateau, Nigeria",Nigeria,Power,,,,
Tension in Delta community as illegal oil thieves attack police,29/05/2022,Oghior,Udu,Delta,0,,State Actor,,Other Armed Actor,,,,,,,0,,,,,,,,,,,,Gun,,,,,,,,,,,Other,,https://www.evernote.com/shard/s386/sh/3d3d8239-6958-4191-83e4-a1529347231d/GlvholAZp3FTaM6Jk6naYneZ6eqDxAI-e_5y18u6AWN_mykMRGSXKEsqzg,,,5.75,5.717000008,"Udu, Delta, Nigeria",Nigeria,Oil_Gas,,,,
"Anti Oil Theft: Troops Raid Militants’ Camp, Capture Armoury",25/06/2022,Azuzuama ,Southern Ijaw,Bayelsa,0,,State Actor,,Other Armed Actor,,,,,,,,,0,,,,,,,,,,Gun,,,,,,,,,,,Other,,https://www.evernote.com/shard/s386/sh/1468f2ba-b7a7-40c3-bf1b-5b09b765cca1/jPxUTKqttxfMfYcteJvlSJUZE1puoHeHC81yw_jstEObyquhEZaAomyIjw,,,4.8028741,6.080149174,"Southern Ijaw, Bayelsa, Nigeria",Nigeria,Oil_Gas,,,,
8 oil workers abducted in Lagos,26/06/2022,Tin Can Island,Apapa,Lagos,0,,,,,Kidnapper,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,Other,,https://www.evernote.com/shard/s386/sh/586fd001-a9d1-493d-b4d9-cb55e008f1eb/z0TJ6X2OHTJjt2QR17UEYnMdw_XhyQG8saY3ylswLDCfAJEl4oK1qJG9KA,https://www.evernote.com/shard/s386/sh/c723b033-8d2a-49dd-89ed-85bb0e66ceb3/0QJKtAnXDNRBDd3CE9qAljpGtZtnpzy8StF9wLX3lNMIQNjGxMYpLtqoMg,,6.4478068,3.3625319,"Apapa, Lagos, Nigeria",Nigeria,Oil_Gas,,,,
Over 18 transmission towers vandalised across three states in January – TCN,10/01/2025,,,Rivers State (Owerri/Ahoada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nairametrics.com/2025/01/20/more-than-18-transmission-towers-vandalized-across-3-states-between-january-9-and-14-2025-tcn/,https://www.premiumtimesng.com/business/business-news/768014-over-18-transmission-towers-vandalised-across-three-states-in-january-tcn.html,https://www.msn.com/en-xl/africa/nigeria/over-18-transmission-towers-vandalized-in-5-days-tcn/ar-AA1xSzny,5.07,6.65,,,Power,Owerri/Ahoada 132kV line,"171-181, 184",Vandalized,
Over 18 transmission towers vandalised across three states in January – TCN,14/01/2025,,,Imo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nairametrics.com/2025/01/20/more-than-18-transmission-towers-vandalized-across-3-states-between-january-9-and-14-2025-tcn/,https://www.premiumtimesng.com/business/business-news/768014-over-18-transmission-towers-vandalised-across-three-states-in-january-tcn.html,https://www.msn.com/en-xl/africa/nigeria/over-18-transmission-towers-vandalized-in-5-days-tcn/ar-AA1xSzny,5.485,7.035,,,Power,Owerri/Ahoada 132kV line,"146, 147, 149",Vandals removed base brackets,
Over 18 transmission towers vandalised across three states in January – TCN,13/01/2025,,,Abia (Alaoji/Umuahia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nairametrics.com/2025/01/20/more-than-18-transmission-towers-vandalized-across-3-states-between-january-9-and-14-2025-tcn/,https://www.premiumtimesng.com/business/business-news/768014-over-18-transmission-towers-vandalised-across-three-states-in-january-tcn.html,https://www.msn.com/en-xl/africa/nigeria/over-18-transmission-towers-vandalized-in-5-days-tcn/ar-AA1xSzny,5.25,7.55,,,Power,Alaoji/Umuahia 132kV line,160-162,"Vandals struck towers, stealing bolts, nuts, and structural components.","Alaoji 132/33 kV S/S
Aba 132/33kV S/S"
Over 18 transmission towers vandalised across three states in January – TCN,09/01/2025,,,Kano (Katsina-Gazoua),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nairametrics.com/2025/01/20/more-than-18-transmission-towers-vandalized-across-3-states-between-january-9-and-14-2025-tcn/,https://www.premiumtimesng.com/business/business-news/768014-over-18-transmission-towers-vandalised-across-three-states-in-january-tcn.html,https://www.msn.com/en-xl/africa/nigeria/over-18-transmission-towers-vandalized-in-5-days-tcn/ar-AA1xSzny,12,8.5167,,,Power,Katsina-Gazoua 132/33kV line,"105, 106, 107",Vandals critically damaged towers,
Over 18 transmission towers vandalised across three states in January – TCN,17/01/2025,,,Abuja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nairametrics.com/2025/01/20/more-than-18-transmission-towers-vandalized-across-3-states-between-january-9-and-14-2025-tcn/,https://www.premiumtimesng.com/business/business-news/768014-over-18-transmission-towers-vandalised-across-three-states-in-january-tcn.html,https://www.msn.com/en-xl/africa/nigeria/over-18-transmission-towers-vandalized-in-5-days-tcn/ar-AA1xSzny,9.0579,7.4951,,,Power,Abuja 132kV line,,Vandals,
31 electricity towers affected as vandals destroy transmission lines in Edo communities,22/11/2024,,,Benin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.thecable.ng/31-electricity-towers-affected-as-vandals-destroy-transmission-lines-in-edo-communities/,"https://www.vanguardngr.com/2024/11/electricity-vandal-attacks-disrupt-repairs-of-transmission-lines-in-bayelsa-edo-states/#:~:text=A%20total%20of%2031%20towers,linesmen%20during%20a%20routine%20patrol.",https://thenationonlineng.net/electricity-vandals-strike-again-destroy-31-transmission-towers/,6.3382,5.6257,,,Power,330kV Benin-Egbin,Total 30 towers,Vandals attacks,"Benin 132/33KV S/S 
Irrua 132/33KV S/S
Oghara 132/33KV S/S"
31 electricity towers affected as vandals destroy transmission lines in Edo communities,22/11/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.thecable.ng/31-electricity-towers-affected-as-vandals-destroy-transmission-lines-in-edo-communities/,"https://www.vanguardngr.com/2024/11/electricity-vandal-attacks-disrupt-repairs-of-transmission-lines-in-bayelsa-edo-states/#:~:text=A%20total%20of%2031%20towers,linesmen%20during%20a%20routine%20patrol.",https://thenationonlineng.net/electricity-vandals-strike-again-destroy-31-transmission-towers/,6.8,4.95,,,Power,Benin-Omotosho transmission lines Omotosho phase 2 330/132/33KV T/S,Total 30 towers,Vandals attacks,"Omotosho 132/33kV S/S
Ondo 132/33kV S/S
Akure 132/33kV S/S"
32 electricity towers affected as vandals destroy transmission lines in Edo communities,17/11/2024,,,Ahoada-Yenagoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.thecable.ng/31-electricity-towers-affected-as-vandals-destroy-transmission-lines-in-edo-communities/,"https://www.vanguardngr.com/2024/11/electricity-vandal-attacks-disrupt-repairs-of-transmission-lines-in-bayelsa-edo-states/#:~:text=A%20total%20of%2031%20towers,linesmen%20during%20a%20routine%20patrol.",https://thenationonlineng.net/electricity-vandals-strike-again-destroy-31-transmission-towers/,4.9247,6.2642,,,Power,Ahoada-Yenagoa 132kV line,29 to 31,Vandals theft,
63 Transmission Towers Destroyed by Vandals in Nigeria,01/01/2024,,,Bauchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://theelectricityhub.com/vandals-destroyed-63-power-transmission-towers-in-nigeria-from-january-to-august-2024-severely-impacting-electricity-supply-in-affected-regions/#:~:text=From%20January%20to%20August%202024,efforts%20to%20stabilise%20power%20generation.",https://thestreetjournal.org/how-vandals-dismantled-63-tcn-towers-between-january-august-power-ministry-reveals/,https://www.mondaq.com/nigeria/renewables/1574056/power-sector-industry-overview-2024,10.3103,9.8439,,,Power,132kV Jos-Bauchi line in Bauchi/Yelwa and Gwalameji,388,"17 towers destroyed through vandalism while while components such as conductors, underground cables, and braces from the remaining towers were stolen",
63 Transmission Towers Destroyed by Vandals in Nigeria - 2,01/03/2024,,,Bauchi/Gombe-Damaturu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://theelectricityhub.com/vandals-destroyed-63-power-transmission-towers-in-nigeria-from-january-to-august-2024-severely-impacting-electricity-supply-in-affected-regions/#:~:text=From%20January%20to%20August%202024,efforts%20to%20stabilise%20power%20generation.",https://thestreetjournal.org/how-vandals-dismantled-63-tcn-towers-between-january-august-power-ministry-reveals/,https://www.mondaq.com/nigeria/renewables/1574056/power-sector-industry-overview-2025,11.747,11.9608,,,Power,330kV Gombe-Damaturu line along Bauchi/Gombe and Damaturu,377 and 378,"17 towers destroyed through vandalism while while components such as conductors, underground cables, and braces from the remaining towers were stolen","Gombe132/33kV S/S
Potiskum 132/33kV S/S
Biu 132/33kV S/S"
63 Transmission Towers Destroyed by Vandals in Nigeria - 3,01/05/2024,,,Damaturu-Maiduguri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://theelectricityhub.com/vandals-destroyed-63-power-transmission-towers-in-nigeria-from-january-to-august-2024-severely-impacting-electricity-supply-in-affected-regions/#:~:text=From%20January%20to%20August%202024,efforts%20to%20stabilise%20power%20generation.",https://thestreetjournal.org/how-vandals-dismantled-63-tcn-towers-between-january-august-power-ministry-reveals/,https://www.mondaq.com/nigeria/renewables/1574056/power-sector-industry-overview-2026,11.8333,13.15,,,Power,330kV Damaturu-Maiduguri line,"125, 126, 193, 194, and 195","17 towers destroyed through vandalism while while components such as conductors, underground cables, and braces from the remaining towers were stolen",
63 Transmission Towers Destroyed by Vandals in Nigeria - 4,01/07/2204,,,Bauchi - Gombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://theelectricityhub.com/vandals-destroyed-63-power-transmission-towers-in-nigeria-from-january-to-august-2024-severely-impacting-electricity-supply-in-affected-regions/#:~:text=From%20January%20to%20August%202024,efforts%20to%20stabilise%20power%20generation.",https://thestreetjournal.org/how-vandals-dismantled-63-tcn-towers-between-january-august-power-ministry-reveals/,https://www.mondaq.com/nigeria/renewables/1574056/power-sector-industry-overview-2027,10.3103,11.1667,,,Power,Bauchi-Gombe (132kV line),"450, 452, 453, and 455","17 towers destroyed through vandalism while while components such as conductors, underground cables, and braces from the remaining towers were stolen",
63 Transmission Towers Destroyed by Vandals in Nigeria - 5,01/08/2024,,,Gwagwalda-Katampe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://theelectricityhub.com/vandals-destroyed-63-power-transmission-towers-in-nigeria-from-january-to-august-2024-severely-impacting-electricity-supply-in-affected-regions/#:~:text=From%20January%20to%20August%202024,efforts%20to%20stabilise%20power%20generation.",https://thestreetjournal.org/how-vandals-dismantled-63-tcn-towers-between-january-august-power-ministry-reveals/,https://www.mondaq.com/nigeria/renewables/1574056/power-sector-industry-overview-2028,9.0643,7.4826,,,Power,330kV Gwagwalada-Katampe line,70,"17 towers destroyed through vandalism while while components such as conductors, underground cables, and braces from the remaining towers were stolen","Katampe 132kV S/S             
Kubwa 132kV S/S               
Suleja 132kV S/S
Central Area 132kV S/S
Kukwuaba 132kV S/S
Apo 132kV S/S
Karu 132kV S/S
Akwanga 132kV S/S
Keffi 132kV S/S
Gwagwalada 132kV S/S"
"Armed men attack Obajana transmission station, destroy power transformers",14/11/2024,,,Bandits Attack Obajana Power Substation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://punchng.com/armed-men-attack-obajana-transmission-station-destroy-power-transformers/#:~:text=The%20armed%20men%2C%20shooting%20sporadically,efforts%20to%20increase%20power%20generation.",https://www.legit.ng/nigeria/1625070-kogi-hopes-for-improved-electricity-dashed-as-armed-men-destroy-obajana-transmission-station/,https://www.tv360nigeria.com/bandits-attack-obajana-power-substation-causing-major-setback-to-energy-infrastructure/,7.914,6.434,,,Power,330/132/33KV,,Bandits attack,
Kaduna in darkness as bandits vandalise TCN transmission lines,18/10/2024,,,Shiroro - Kaduna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://guardian.ng/news/nigeria/metro/kaduna-in-darkness-as-bandits-vandalise-tcn-transmission-lines/,https://www.channelstv.com/2024/10/18/blackout-in-kano-as-vandals-destroy-transmission-towers/,"https://dailypost.ng/2024/10/18/darkness-hits-kano-kaduna-as-vandals-destroy-tcn-towers/#:~:text=“The%20vandalized%20Shiroro%20–%20Kaduna%20330kV,power%20transmission%20in%20that%20axis.",10.0155,7.084,,,Power,"330KV, line 1 and 2",,Vandalism by suspected bandits,"Mando Road 132/33kV S/S
Kaduna Town 132/33kV S/S
Zaria 132/33kV S/S
Kumbotso 132/33kV S/S
Dakata 132/33kV S/S
Dan-Agundi 132/33kV S/S
Katsina 132/33kV S/S
Daura 132/33kV S/S
Kankia 132/33kV S/S
Kwana-Dangora 132/33kV S/S
Tambarawa 132/33kV S/S
Dutse 132/33kV S/S
Hadejia 132/33kV S/S
Azare 132/33kV S/S
Gusau 132/33kV S/S
Talata-Mafara 132/33kV S/S
Funtua 132/33kV S/S"
"Transmission Company Of Nigeria Raises Alarm Over Fresh Attack By Vandals, Destruction Of Rebuilt Towers Supplying Electricity To Maiduguri",12/06/2024,,,Maiduguri - Damaturu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://saharareporters.com/2024/06/12/transmission-company-nigeria-raises-alarm-over-fresh-attack-vandals-destruction-rebuilt,https://www.premiumtimesng.com/news/top-news/703418-vandals-destroy-newly-reconstructed-electricity-transmission-tower-tcn.html,https://www.vanguardngr.com/2024/06/blackout-in-north-east-as-vandals-attack-newly-rebuilt-power-towers/,11.8333,13.15,,,Power,330KV,T193 and T194,Vandalism by suspected BH Terrorists,Maiduguri 132/33kV S/S
Attack on transmission lines in Molai in Maiduguri,07/05/2019,,,Molai in Maiduguri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailytrust.com/power-outage-bandits-targeting-shiroros-330kv-lines-for-long-locals/,https://www.thisdaylive.com/index.php/2019/05/10/tcn-confirms-boko-harams-attack-on-maiduguri-substation/,https://dailypost.ng/2019/05/09/insurgents-attacked-molai-transmission-substation-maiduguri/,11.7461,13.1236,,,Power,330/132kV transmission substation,,Vandalism by suspected Boko Haram Terrorists,
Attack on powerlines along Maiduguri-Damaturu,26/01/2021,,,Maiduguri - Damaturu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailytrust.com/power-outage-bandits-targeting-shiroros-330kv-lines-for-long-locals/,https://saharareporters.com/2021/02/09/blackout-persists-borno-communities-weeks-after-boko-haram-destroys-electricity-tower,https://www.voanews.com/a/africa_attack-transmitters-cuts-power-nigerian-city-again/6203911.html,,,,,,,,,
Attack on transmission towers along Maiduguri-Damaturu,01/03/2021,,,Maiduguri - Damaturu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailytrust.com/power-outage-bandits-targeting-shiroros-330kv-lines-for-long-locals/,https://ndarason.com/en/no-light-in-sight-after-insurgents-attack-power-lines-in-capital-again/,https://humanglemedia.com/iswap-knocks-off-more-electricity-towers-to-sustain-maiduguri-blackout/,11.8333,13.15,,,Power,,Two Towers,Vandalism by suspected BH Terrorists,
Attack on multiple transmission towers along Maiduguri-Damaturu,17/09/2021,,,Maiduguri - Damaturu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailytrust.com/power-outage-bandits-targeting-shiroros-330kv-lines-for-long-locals/,https://ndarason.com/en/no-light-in-sight-after-insurgents-attack-power-lines-in-capital-again/,https://humanglemedia.com/iswap-knocks-off-more-electricity-towers-to-sustain-maiduguri-blackout/,11.8333,13.15,,,Power,,Multiple Towers,Vandalism by suspected BH Terrorists,
Attack on transmission towers along Maiduguri-Damaturu,21/12/2023,,,Kasaita - Yobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailytrust.com/power-outage-bandits-targeting-shiroros-330kv-lines-for-long-locals/,"https://www.vanguardngr.com/2023/12/attacks-on-power-towers-deliberate-act-of-sabotage-fg/#:~:text=TCN%20said%20tower%20T372%20around,T373%20along%20the%20same%20line.",https://leadership.ng/blackout-in-borno-yobe-as-terrorists-vandalise-tcn-transmission-line/,12,11.5,,,Power,,Tower T372,Vandalism by suspected BH Terrorists,
Attack on three transmission towers along Maiduguri-Damaturu,28/12/2023,,,Maiduguri - Damaturu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailytrust.com/power-outage-bandits-targeting-shiroros-330kv-lines-for-long-locals/,https://punchng.com/terrorists-blew-up-three-electricity-towers-in-borno-killed-one-tcn/,,11.8333,13.15,,,Power,,Three Tower,Vandalism by suspected BH Terrorists,
Attack on 132kV Single Circuit transmission line along Jos-Bauchi,01/02/2024,,,Jos - Bauchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailytrust.com/power-outage-bandits-targeting-shiroros-330kv-lines-for-long-locals/,"https://www.esi-africa.com/industry-sectors/transmission-and-distribution/nigeria-vandals-add-to-energy-woes-by-destroying-transmission-towers/#:~:text=On%203%20February%20TCN%20reported,in%20Yobe%20and%20Borno%20States.”",https://thedaily-ng.com/vandalism-causes-collapse-of-tcn-tower-triggers-power-outage-in-yobe-and-borno-states/,9.8965,9.774,,,Power,132kV Single Circuit transmission line (which affected Borno and Yobe states).,Tower 388,Vandalism by suspected BH Terrorists,"Potiskum 132/33kV S/S
Biu 132/33kV S/S"
Attack on transmission towers along Gombe-Damaturu,23/02/2024,,,Gombe - Damaturu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dailytrust.com/power-outage-bandits-targeting-shiroros-330kv-lines-for-long-locals/,"https://www.arise.tv/tcn-confirms-another-insurgents-attack-on-two-transmission-towers-in-north-east/#:~:text=“The%20Transmission%20Company%20of%20Nigeria,load%20loss%20of%20approximately%205mw.",https://nairametrics.com/2024/02/25/terrorists-destroy-2-tcn-towers-along-gombe-damaturu-330kv-corridor/,11.747,11.9608,,,Power,Gombe-Damaturu 330kV transmission line (Yobe),Tower T377 and T378,Vandalism by suspected BH Terrorists,
